id,post_date,post_status,post_title,post_content,post_excerpt,post_type,ping_status,comment_status,post_categories,actividad_destino
3804,21/08/13 22:41,publish,"El Encanto Inn, Hotel Suites & Spa","Disfrute de la calidez y el confort del MÌ©xico antiguo ... Hermosa arquitectura estilo hacienda, exuberantes jardines tropicales con el olor a jazmÌ_n flotando en el aire cÌÁlido de la noche, el chapoteo de una fuente y mÌ¼sica suave en el jardÌ_n.",,hoteles,closed,closed,,
2800,20/03/13 23:28,publish,Hyatt Ziva Los Cabos,"<p style=""text-align: justify;"">Este nuevo y moderno resort de elegantes y sofisticadas instalaciones åÊestÌÁ compuesto de 619 suites de lujo, åÊde las cuales 34 suites ofrecen el novedoso concepto denominado ‰ÛÏswim-up suites‰Û (que implica llegar nadando a su suite, si asÌ_ lo desea), se encuentra ubicado en la zona dorada åÊdel tranquilo y rÌ¼stico poblado de San JosÌ© del Cabo a orilla de una espectacular playa de arena blanca en el åÊmar de CortÌ©s, a tan solo 20 minutos del aeropuerto. Hyatt Ziva Los Cabos opera bajo el programa Todo Incluido de Lujo, cuenta con 7 bares, sala de fumadores, 5 albercas, bar en la piscina, club de niÌ±os con parque acuÌÁtico, gimnasio, Spa, cancha de tenis, 6 restaurantes de especialidades con una extraordinaria selecciÌ_n de comida espaÌ±ola, Italiana, japonesa, francesa, cortes finos y mariscos, asÌ_ como 2 restaurantes bufet con comida mexicana e internacional, centro de convenciones y un servicio personalizado excepcional. Un hotel de lujo para todos, en el que podrÌÁn disfrutar de sus actividades favoritas. Los entusiastas del deporte tendrÌÁn la posibilidad de vivir una experiencia Ì¼nica con la prÌÁctica de pesca deportiva en alta mar Ì_ jugar en los campos de golf de San JosÌ© y de El Corredor, considerados de los mejores del mundo.</p>",Este nuevo y moderno resort de elegantes y sofisticadas instalaciones  estÌÁ compuesto de 619 suites de lujo.,hoteles,closed,closed,,
3975,12/11/13 19:56,publish,Anuncian nuevo vuelo directo Los Cabos-Nueva York.,"‰Û¢ La ruta inicia operaciones el prÌ_ximo 18 de enero de 2014 a travÌ©s de AeromÌ©xico.
Los Cabos, BCS, Noviembre 2013.-  El Fideicomiso de Turismo de Los Cabos anunciÌ_ que se abrirÌÁ un nuevo vuelo  directo que conectarÌÁ a la ciudad de Los Cabos con Nueva York,  a partir del prÌ_ximo 18 de enero del 2014, con el fin de fortalecer los vÌ_nculos turÌ_sticos y de negocios entre ambos destinos.
La ruta  tendrÌÁ un vuelo directo semanal de NYC JFK a Los Cabos, saliendo del aeropuerto John F. Kennedy de Nueva York   todos los sÌÁbados a las 7:00 am para llegar a Los Cabos a las 10:50am y partiendo del aeropuerto de San Jose del Cabo  a las 11:50am para llegar a NYC a las 7:40pm.
Se anunciÌ_ que con esta nueva ruta  se fortalecerÌÁ la conectividad de Los Cabos con el mundo, y es una oportunidad de aprovechar mejor el interÌ©s de los por conocer tan bello destino.
Este gran logro es gracias a cada esfuerzo realizado por la Secretaria de Turismo del Estado, Fitues, Fiturca y la AsociaciÌ_n Hotelera de Los Cabos junto con AeromÌ©xico.
<strong>LOS CABOS, EL DESTINO TURÌSTICO POR EXCELENCIA </strong>
Considerado como uno de los destinos turÌ_sticos mÌÁs importantes de la RepÌ¼blica Mexicana, Los Cabos, ubicado en la parte sur de la penÌ_nsula de Baja California, entre el Mar de CortÌ©s y el OcÌ©ano PacÌ_fico, posee, gracias a su privilegiada ubicaciÌ_n geogrÌÁfica  (22.88å¼ de latitud norte y 109.90å¼ de longitud oeste) uno de los mejores climas del mundo. 
La calidez de sus aguas, la belleza de sus playas y la abundancia de actividades marÌ_timas, lo ha convertido en uno de los mÌÁs buscados y refinados lugares de descanso a nivel internacional. 
Sus lujosas plazas, modernos centros comerciales, bellÌ_simos campos de golf y lujosos resorts, permiten realizar toda clase de actividades durante el dÌ_a, sin embargo la vida nocturna en Los Cabos, con sus excitantes discos, bares, antros y restaurantes, permite al visitante moderno y vanguardista, la oportunidad de disfrutar de ininterrumpida animaciÌ_n las 24 horas del dÌ_a. 
La cabecera municipal de Los Cabos Baja California Sur, es San JosÌ© del Cabo, cuya poblaciÌ_n de acuerdo con el censo de 2010, asciende a 238 mil 487 habitantes. 
La localidad y el municipio estÌÁn comunicadas por carretera a La Paz,  capital del estado de Baja California Sur, cuenta ademÌÁs con el AerÌ_dromo Internacional de Cabo San Lucas y el Aeropuerto Internacional de Los Cabos.
Acerca de Grupo AeromÌ©xico
Grupo AeromÌ©xico, S.A.B. de C.V. es un holding con filiales dedicadas a la aviaciÌ_n comercial en MÌ©xico ya la promociÌ_n de programas de lealtad de pasajeros. El Grupo opera mÌÁs de 600 vuelos diarios desde su principal centro de operaciones en la Terminal 2 del Aeropuerto Internacional de la Ciudad de MÌ©xico. Su red de destinos cuenta con mÌÁs de 80 ciudades de tres continentes, incluyendo 47 destinos en MÌ©xico, 18 en Estados Unidos, 11 en AmÌ©rica Latina , tres en Europa , dos en Asia y uno en CanadÌÁ.
La flota actual del Grupo incluye Boeing 787, 777, 767 y 737 aviones jet y Embraer 145 , 170, 175 y 190 modelos. En 2012 , AeromÌ©xico anunciÌ_ el plan de inversiones mÌÁs importante de la historia de la aviaciÌ_n en MÌ©xico con la intenciÌ_n de comprar 100 aviones Boeing 737 MAX incluyendo 90 aviones jet y diez 787-9 Dreamliner .
Como miembro fundador de la alianza de aerolÌ_neas SkyTeam , AeromÌ©xico ofrece a sus clientes mÌÁs de 1.000 destinos en 178 paÌ_ses servidos por las 19 compaÌ±Ì_as aÌ©reas asociadas SkyTeam gratificantes pasajeros con beneficios que incluyen el acceso a 530 salas VIP de aeropuertos de primera calidad en todo el mundo . AeromÌ©xico tambiÌ©n ofrece viajes en sus vuelos socios de cÌ_digo compartido con Alaska Airlines, Avianca, LAN , TACA y TAM para una amplia conectividad en paÌ_ses como Estados Unidos, Brasil , CanadÌÁ, Chile , Colombia y PerÌ¼. <a href=""www.aeromexico.com"" title=""Aeromexico"">www.aeromexico.com</a> <a href=""http://www.skyteam.com/"" title=""Skyteam"">www.skyteam.com</a>
",,press-release,closed,closed,,
3973,12/11/13 19:51,publish,"El evento de Los Cabos VIP Summit 2013, un gran impulso de promociÌ_n para el destino turÌ_stico.","‰Û¢	Del 14 al 17 de noviembre se realiza la sÌ©ptima ediciÌ_n.
‰Û¢	Al encuentro asisten mayoristas de  Estados Unidos, CanadÌÁ, Brasil y del continente europeo.
<strong>Los Cabos, BCS, 07 de noviembre</strong>.- Con el objetivo de impulsar el turismo en Los Cabos, BCS, del 14 al 17 de noviembre se llevarÌÁ a cabo la sÌ©ptima ediciÌ_n del Los Cabos VIP Summit.
Dentro del marco del evento se tendrÌÁ la participaciÌ_n de las principales agencias mayoristas y aerolÌ_neas importantes de MÌ©xico, Estados Unidos y CanadÌÁ, adicionalmente contaremos por primera ocasiÌ_n con la presencia de Tour Operadores de Europa y Brasil, quienes tendrÌÁn un acercamiento uno a uno entre los hoteleros del destino y las mejores empresas productoras para Los Cabos. En esta sÌ©ptima ediciÌ_n se superÌ_ el nÌ¼mero de participantes, en 2012 se contÌ_ con la presencia de 29 invitados (mayoristas & aerolÌ_neas) y este 2013 se estÌÁ cerrando con 37 invitados.
El VIP Summit  tendrÌÁ lugar en el Centro Internacional de Convenciones de Los Cabos, mismo que es un recinto estratÌ©gico para la realizaciÌ_n de eventos de gran dimensiÌ_n, como congresos, convenciones y ferias de negocio, entre otros.
Este evento, que aÌ±o con aÌ±o, fortalece el posicionamiento de este bello sitio que se distingue por la calidad Premium que ofrece en todos y cada uno de sus servicios, sin lugar a dudas detona el turismo de la entidad y por ende favorece el desarrollo social y econÌ_mico del Estado.
Contando con la presencia del Lic. Rodolfo LÌ_pez Negrete, Director General del Consejo de PromociÌ_n TurÌ_stica de MÌ©xico y de los actores principales del destino turÌ_stico y del estado de Baja California Sur, como es el Secretario de Turismo del Estado, Lic. RubÌ©n Reachi, el director del Fideicomiso de Turismo de Los Cabos, Lic. Eduardo Segura, el presidente de la AsociaciÌ_n de Hoteles de Los Cabos, Sr. Renato Silva de Mendonca, entre otras personalidades importantes.
Durante el evento se llevarÌÁn a cabo distintas actividades mostrando las bondades del destino, sus atractivos, la exclusividad de sus hoteles y la belleza que lo envuelve.
",,press-release,closed,closed,,
3971,12/11/13 19:49,publish,"‰ÛÏSabor a Cabo‰Û, una experiencia gastronÌ_mica Ì¼nica","‰Û¢	El festival culinario se realizarÌÁ del  24 de noviembre al 1 de diciembre en Los Cabos, BCS.
‰Û¢	Los asistentes descubrirÌÁn que la variedad culinaria de este destino es de primer nivel
Los Cabos, BCS, Noviembre 2013.- Con el objetivo de impulsar y promover la gastronomÌ_a en Los Cabos y posicionar la variedad culinaria de este destino como una alternativa de primer nivel en el ÌÁmbito internacional, se realizarÌÁ del 24 de noviembre al 1 de diciembre, la octava ediciÌ_n del Festival Internacional de GastronomÌ_a y Vino ‰ÛÏSabor a Cabo‰Û.
Esta fiesta, organizada por la CÌÁmara Nacional de la Industria Restaurantera y de Alimentos Condimentados (Canirac) en Los Cabos y el Fideicomiso de Turismo de Los Cabos (FITURCA), arrancarÌÁ sus jornadas gastronÌ_micas el 24 de noviembre en la huerta Villa del Carmen en la delegaciÌ_n Miraflores.
AhÌ_ se degustarÌÁn platillos regionales y tradicionales, elaborados con productos 100% locales, con la idea de darlos a conocer a nivel internacional. Igualmente se colocarÌÁn 18 estaciones con platillos como: Chanfaina, Cabeza Tatemada, Empanadas, Machaca, Tamales de Costilla y Postres TÌ_picos. Se contarÌÁ con la participaciÌ_n de chefs de 13 reconocidos restaurantes de Los Cabos.
Por otra parte, el 1 de diciembre se realizarÌÁ la exclusiva cena de clausura en el club campestre de San JosÌ© del Cabo, a la que asistirÌÁn mÌÁs de mil 500 comensales, y donde se servirÌÁn las creaciones de 5 chefs de talla internacional. 
La cocina serÌÁ exquisitamente complementada  con las diferentes casas de vino en el Valle de MÌ©xico como Parras Coahuila, Santo Tomas, Valle de San Rafael y el Valle de Guadalupe, conocido como el ‰ÛÏNapa Valley de MÌ©xico‰Û que se encuentra en el norte de Baja California.
El DJ Roman Rosati, quien reside en Las Vegas, EU y  ha participado en  mÌÁs de 10 mil eventos alrededor de todo el mundo, amenizarÌÁ la velada, en la que tambiÌ©n habrÌÁ artistas de otros gÌ©neros.
Por primera vez ‰ÛÏSabor a Cabo‰Û se internacionaliza gracias al apoyo del FITURCA y del Consejo de PromociÌ_n TurÌ_stica de MÌ©xico (CPTM) que aportaron 600 mil pesos, respectivamente, con el objetivo de realizar promociÌ_n en el extranjero, misma que ya arrancÌ_ en Nueva York y Vancouver. 
Cabe destacar, que el dinero recaudado en estas degustaciones se donarÌÁ al Heroico Cuerpo de Bomberos de Cabo San Lucas.
Para mÌÁs informaciÌ_n y compra de boletos, visite <a href=""http://saboracabo.mx/"" title=""Sabor a Cabo"">www.saboracabo.mx.</a>
",,press-release,closed,closed,,
2762,20/03/13 23:28,publish,Barcelo Grand Faro All Inclusive Resort,"Disfrute del resort de lujo todo incluido mÌÁs espectacular de San JosÌ© del Cabo, Barcelo Grand Faro Luxury All Inclusive Resort, situado en las maravillosas playas doradas del Mar de CortÌ©s, a escasos 5 minutos del pintoresco centro del pueblo, a 15 minutos del aeropuerto internacional, a 30 minutos de Cabo San Lucas y prÌ_ximo a algunos de los mejores campos de golf de la zona. El resort ofrece 333 habitaciones y suites hermosamente decoradas, todas con vista al mar y con accesorios y amenidades de lujo. Hay cinco albercas ‰ÛÒincluyendo una alberca de agua salada tipo ‰Û÷infinity‰Ûª, una alberca exclusivamente para adultos, una para actividades y otra para niÌ±os-. Se cuenta con amplias terrazas y asoleaderos, asÌ_ como dos jacuzzis para tomar el sol disfrutando a la vez de la frescura de las brisa marina. Otras amenidades incluyen un lobby bar con escenario, tours en bicicleta, una cancha de tenis,  cancha de paddle tenis, racquetbol, volibol, basketbol, club infantil plenamente equipado, gimnasio y spa. Para entretenimiento del huÌ©sped, existe un  programa diario de actividades divertidas y relajantes a la vez.","Como el mÌÁs espectacular resort ""todo incluido"" en San JosÌ© del Cabo, Hyatt Ziva Los Cabos presenta 333 bellas habitaciones y suites, todas con vista al mar.",hoteles,closed,closed,,
3812,22/08/13 16:49,publish,Barcelo Grand Faro ,"Nombre del paquete: ""Romance""
Celebre su vida junta con unas lujosas vacaciones en Los Cabos en el hotel Barcelo Grand Faro.
Vigencia: 9 de Abril al 15 de Octubre del 2013",,promociones,closed,closed,,
3806,22/08/13 16:09,publish,Barcelo Grand Faro ,"Nombre del paquete: Paquete Hotel + AviÌ_n
Los mejores precios garantizados. Ahorre hasta un 40% al reservar su vuelo y el hotel en un mismo paso. Nuestro sistema conveniente Reservehotelå¨ hacer muy fÌÁcil el reservar sus paquetes de vuelo y estancias todos inluido. Incluso puede escoger entre lÌ_nea aÌ©reas, horarios y rutas predilectas.",,promociones,closed,closed,,
3808,22/08/13 16:26,publish,Barcelo Grand Faro ,"Nombre del paquete: ""Encuentro Con Delfines""
Di ""Hola"" a una magnifica aventura con ""Encuentro Con Delfines"". Imagina una experiencia llena de libertad y amor.
Vigencia: 9 de Abril al 15 de Octubre del 2013",,promociones,closed,closed,,
3810,22/08/13 16:30,publish,Barcelo Grand Faro ,"Nombre del paquete: ""Golf y Spa""
""Un masaje de 50 minutos en el RincÌ_n HolÌ_stico Natura para un adulto en cortesÌ_a.
Una ronda de 18 hoyos en Cabo Real, Club Campestre Ì_ Puerto los Cabos.""
Vigencia: 9 de Abril al 15 de Octubre del 2013",,promociones,closed,closed,,
3813,22/08/13 16:52,publish,Barcelo Grand Faro ,"Nombre del paquete: ""Vacaciones Familiares""
Mejora la experiencia de tus vacaciones y tenga grandes ahorros al mismo tiempo.
Vigencia: 9 de Abril al 15 de Octubre del 2013",,promociones,closed,closed,,
3046,21/03/13 01:11,publish,Barcelo Grand Faro ,"Inicien una nueva vida juntos con ‰ÛÏgrand‰Û estilo en Barcelo Gran Faro, el Hotel Todo Incluido preferido para bodas en Los Cabos. Somos completamente especializados en bodas de playa en MÌ©xico: ubicaciÌ_n incomparable, planificaciÌ_n prÌÁctica, vacaciones memorables para cada invitado y el sueÌ±o de la novia hecho realidad.
<div><span style=""font-family: Arial, 'Times New Roman', 'Bitstream Charter', Times, serif; font-size: small;"">åÊ</span></div>",Bodas en Hyatt Ziva Los Cabos,actividades,closed,closed,Bodas:bodas,san-jose-del-cabo
3839,10/09/13 23:39,publish,Hoteleros de Los Cabos presentan el destino a meeting planners de la Ciudad de MÌ©xico,"<a href=""http://visitaloscabos.travel/wp-content/uploads/2013/09/HOTELEROS-DE-LC.jpg""><img class=""size-medium wp-image-3846 alignleft"" alt=""HOTELEROS DE LC"" src=""http://visitaloscabos.travel/wp-content/uploads/2013/09/HOTELEROS-DE-LC-300x198.jpg"" width=""300"" height=""198"" /></a>El Secretario de Turismo de Baja California Sur, RubÌ©n Reachi, el Director del Fideicomiso de Turismo, Eduardo Segura, recibieron el 29 de agosto, durante un coctel en la Ciudad de MÌ©xico a hoteleros de Los Cabos, quienes realizaron presentaciones del destino a meeting planners.
Al evento asistieron los DMCå«s (Destination Management Company): Coventur, Trascabo y Elite Incentives, asÌ_ como los directivos de los hoteles Hacienda Encantada, Hyatt Ziva, Bel Air, Wyndham, Los Patios, Pueblo Bonito Los Cabos, Holiday Inn, AM Resorts (Zoetry, Secrets Marquis, Secrets), Westin, Royal Solaris, Sheraton Hacienda del Mar, Posada Real, RIU (Sta Fe y Palace), Hyatt Ziva Los Cabos, Esperanza, Grupo Solmar y Fiesta Americana.
RubÌ©n Reachi, informÌ_ que la tasa de crecimiento en Los Cabos durante los primeros cinco meses del aÌ±o en el turismo internacional fue del 12%, la mÌÁs alta del paÌ_s; lo cual ha permitido la consolidaciÌ_n del destino, y le ha permitido tener un futuro alentador, tomando en cuenta que el aÌ±o anterior fue el mejor aÌ±o para Los Cabos, rompiendo el rÌ©cord con un millÌ_n 509 mil turistas.","El secretario de Turismo de Baja California Sur, el director del Fideicomiso de Turismo y el presidente de la AsociaciÌ_n de Hoteles de Los Cabos, recibieron en la Ciudad de MÌ©xico a hoteleros de Los Cabos
",press-release,closed,closed,,
3856,11/09/13 18:35,publish,Hoteleros de Los Cabos presentan el destino a meeting planners de la Ciudad de MÌ©xico,"<a href=""http://visitaloscabos.travel/wp-content/uploads/2013/09/HOTELEROS-DE-LC.jpg""><img class=""alignright size-medium wp-image-3846"" alt=""HOTELEROS DE LC"" src=""http://visitaloscabos.travel/wp-content/uploads/2013/09/HOTELEROS-DE-LC-300x198.jpg"" width=""300"" height=""198"" /></a>El secretario de Turismo de Baja California Sur, Ruben Reachi y el director del Fideicomiso de Turismo, Eduardo Segura, sostuvieron en la Ciudad de MÌ©xico un encuentro con hoteleros de Los Cabos, con quienes realizaron presentaciones del destino a meeting planners.
En el evento, RubÌ©n Reachi, informÌ_ que la tasa de crecimiento en Los Cabos durante los primeros cinco meses del aÌ±o en el turismo internacional fue del 12%, la mÌÁs alta del paÌ_s; lo cual ha permitido la consolidaciÌ_n del destino, y le ha permitido tener un futuro alentador, tomando en cuenta que el aÌ±o anterior fue el mejor aÌ±o para Los Cabos, rompiendo el rÌ©cord con un millÌ_n 509 mil turistas.
Al evento asistieron los DMCå«s (Destination Management Company): Coventur, Trascabo y Elite Incentives, asÌ_ como los directivos de los hoteles Hacienda Encantada, Hyatt Ziva, Bel Air, Wyndham, Los Patios, Pueblo Bonito Los Cabos, Holiday Inn, AM Resorts (Zoetry, Secrets Marquis, Secrets), Westin, Royal Solaris, Sheraton Hacienda del Mar, Posada Real, RIU (Sta Fe y Palace), Hyatt Ziva Los Cabos, Esperanza, Grupo Solmar y Fiesta Americana.",,post,open,open,EntÌ©rate:enterate,
3374,24/06/13 01:17,publish,Hyatt Ziva Los Cabos,,,promociones,closed,closed,,
3964,31/10/13 16:08,publish,Preparan en Los Cabos el Festival ‰ÛÏCABO LOVES YOGA‰Û,"MÌ©xico, D.F., 28 de Octubre de 2013.-  Practicar yoga con los mejores maestros, beber y comer sanamente, y sobre todo disfrutar de los mÌÁs hermosos paisajes naturales, son actividades que se conjugarÌÁn durante el festival de Yoga y MÌ¼sica ‰ÛÏCABO LOVES YOGA‰Û, que se celebrarÌÁ en Los Cabos, Baja California Sur, del 1 al 3 de noviembre prÌ_ximo.
Este festival, Ì¼nico en su tipo en MÌ©xico, estÌÁ dirigido a todos aquellos que practican esta antigua tradiciÌ_n espiritual, gustan de la buena mÌ¼sica y de degustar comida sana.
Con la finalidad de atraer a nuevos mercados turÌ_sticos especializados y promover a Los Cabos como destino Premium, se realizarÌÁ esta celebraciÌ_n en la que tambiÌ©n se ofrecerÌÁn diversos conciertos con DJ`s y bandas en vivo que tocarÌÁn increÌ_ble mÌ¼sica contemporÌÁnea con una mezcla de instrumentos occidentales e hindÌ¼es.
Debido a que Los Cabos cuenta con una excelente ubicaciÌ_n geogrÌÁfica e incomparable clima, ademÌÁs de sus maravillosas bellezas naturales y cercanÌ_a al mercado de yogis mÌÁs grande del mundo, (Oeste de EU), resulta el lugar perfecto para realizar ‰ÛÏCABO LOVES YOGA‰Û, aseguran sus organizadores.
En ‰ÛÏCABO LOVES YOGA‰Û los participantes podrÌÁn vivir la experiencia de practicar en un ambiente totalmente natural, al aire libre, y tendrÌÁn la oportunidad de romper con la rutina diaria y adquirir nuevos hÌÁbitos.
Durante el dÌ_a, las playas del ocÌ©ano pacifico serÌÁn el marco perfecto para ofrecer extenuantes practicas guiadas por reconocidos maestros. 
Al anochecer, se ofrecerÌÁn conciertos con fogatas en la playa y cenas en conocidos restaurantes orgÌÁnicos que incluirÌÁn excelentes menÌ¼s acompaÌ±ados de buen vino.
 ‰ÛÏEste festival es para pasarla bien, practicar con los mejores maestros, beber y comer sanamente con amigos junto a los mÌÁs hermosos paisajes naturales, bailar bajo las estrellas y disfrutar pacÌ_ficas caminatas en la playa‰Û, asegura Leticia AragÌ_n, organizadora del evento.
Para mÌÁs informaciÌ_n, visita cabolovesyoga.com; facebook/cabo loves yoga; aragonlety@hotmail.com
",,press-release,closed,closed,,
3963,30/10/13 19:56,publish, Culmina de manera exitosa el Torneo Bisbeeå«s Black & Blue 2013,"MÌ©xico, D.F., 28 de octubre de 2013.- La ediciÌ_n nÌ¼mero 33 del Torneo Bisbeeå«s Black & Blue 2013,  el torneo de pesca deportiva mÌÁs importante del mundo que se realiza cada aÌ±o en Los Cabos, Baja California Sur, concluyÌ_ de manera exitosa al acumular una bolsa de 2 millones 900 mil dÌ_lares, cifra  20% mayor a la presentada en el 2012.
En esta ocasiÌ_n participaron 104 equipos y 784 pescadores de varias naciones como Namibia, Armenia, Nueva Zelanda, Australia, EUA, CanadÌÁ,  y  por supuesto,  tambiÌ©n se contÌ_  con la presencia  de equipos  mexicanos.
Durante los tres dÌ_as de torneo se capturaron 61 ejemplares de marlin azul y 3 marlin negro, de los cuales se liberaron a mÌÁs de 50 especÌ_menes. En esta ediciÌ_n destacÌ_ un pez  de 774 libras (351 kgs) que es el segundo marlin mÌÁs pesado en los 33 aÌ±os del Bisbee Black & Blue, despuÌ©s de aquel histÌ_rico 1994 cuando el equipo Rocky Gentile capturÌ_ uno de 993 libras (450 kgs). 
En el torneo se entregaron 200 mil dÌ_lares en donativos para instituciones de beneficencia.  Tal fue el caso de Los NiÌ±os del CapitÌÁn, Casa Hogar de CSL  y la fundaciÌ_n Reel Life International.
El Bisbee's Black & Blue, premia al Marlin Azul o Negro mÌÁs grande y pesado, el cual sÌ_lo para calificar a la bÌÁscula deberÌÁ tener un peso mÌ_nimo de 300 Libras (136kgs).
Los resultados en posiciones por el peso del marlin mÌÁs no en bolsa obtenida son:
1.- Linda Williams, II Success,  774 lbs (351 kgs) $368,675 dÌ_lares 
2.- Martha McNab, Retriever, 525 lbs (238 kgs) $1‰Ûª185,862 dÌ_lares
3.- James Long, Sooner Reelin, 342 lbs (155 kgs)  $34,762 dÌ_lares
4.- Yugi Takagi, Go Depp, 323 lbs (146.5 kgs) $9,270 dÌ_lares
5.- Austin Angel, Sea Angel, 313 lbs (142 kgs) $996,680 dÌ_lares
Este es primer aÌ±o en la historia donde los dos primeros lugares son ocupados por mujeres en la competencia. 
Cabe mencionar que no necesariamente el primer lugar obtiene el mayor premio en dinero ya que depende de los Jackpot o ‰ÛÏbolsa‰Û a las que haya entrado cada dÌ_a.
TambiÌ©n se repartieron premios para los que liberaron el marlin capturado, y entre ellos la primera embarcaciÌ_n de vela de mexicanos que se inscribe llevÌÁndose el primer lugar:
1ro. ‰ÛÏTitan‰Û Velero:   $ 63,537 dÌ_lares
2ndo ‰ÛÏCojones‰Û:   $ 21,993 dÌ_lares
3ro ‰ÛÏReel Pain II‰Û:   $ 12,218 dÌ_lares
",,press-release,closed,closed,,
3959,30/10/13 19:46,publish,Culmina de manera exitosa el Torneo Bisbeeå«s Black & Blue 2013,"MÌ©xico, D.F., 28 de octubre de 2013.- La ediciÌ_n nÌ¼mero 33 del Torneo Bisbeeå«s Black & Blue 2013,  el torneo de pesca deportiva mÌÁs importante del mundo que se realiza cada aÌ±o en Los Cabos, Baja California Sur, concluyÌ_ de manera exitosa al acumular una bolsa de 2 millones 900 mil dÌ_lares, cifra  20% mayor a la presentada en el 2012.
En esta ocasiÌ_n participaron 104 equipos y 784 pescadores de varias naciones como Namibia, Armenia, Nueva Zelanda, Australia, EUA, CanadÌÁ,  y  por supuesto,  tambiÌ©n se contÌ_  con la presencia  de equipos  mexicanos.
Durante los tres dÌ_as de torneo se capturaron 61 ejemplares de marlin azul y 3 marlin negro, de los cuales se liberaron a mÌÁs de 50 especÌ_menes. En esta ediciÌ_n destacÌ_ un pez  de 774 libras (351 kgs) que es el segundo marlin mÌÁs pesado en los 33 aÌ±os del Bisbee Black & Blue, despuÌ©s de aquel histÌ_rico 1994 cuando el equipo Rocky Gentile capturÌ_ uno de 993 libras (450 kgs). 
En el torneo se entregaron 200 mil dÌ_lares en donativos para instituciones de beneficencia.  Tal fue el caso de Los NiÌ±os del CapitÌÁn, Casa Hogar de CSL  y la fundaciÌ_n Reel Life International.
El Bisbee's Black & Blue, premia al Marlin Azul o Negro mÌÁs grande y pesado, el cual sÌ_lo para calificar a la bÌÁscula deberÌÁ tener un peso mÌ_nimo de 300 Libras (136kgs).
Los resultados en posiciones por el peso del marlin mÌÁs no en bolsa obtenida son:
1.- Linda Williams, II Success,  774 lbs (351 kgs) $368,675 dÌ_lares 
2.- Martha McNab, Retriever, 525 lbs (238 kgs) $1‰Ûª185,862 dÌ_lares
3.- James Long, Sooner Reelin, 342 lbs (155 kgs)  $34,762 dÌ_lares
4.- Yugi Takagi, Go Depp, 323 lbs (146.5 kgs) $9,270 dÌ_lares
5.- Austin Angel, Sea Angel, 313 lbs (142 kgs) $996,680 dÌ_lares
Este es primer aÌ±o en la historia donde los dos primeros lugares son ocupados por mujeres en la competencia. 
Cabe mencionar que no necesariamente el primer lugar obtiene el mayor premio en dinero ya que depende de los Jackpot o ‰ÛÏbolsa‰Û a las que haya entrado cada dÌ_a.
TambiÌ©n se repartieron premios para los que liberaron el marlin capturado, y entre ellos la primera embarcaciÌ_n de vela de mexicanos que se inscribe llevÌÁndose el primer lugar:
1ro. ‰ÛÏTitan‰Û Velero:   $ 63,537 dÌ_lares
2ndo ‰ÛÏCojones‰Û:   $ 21,993 dÌ_lares
3ro ‰ÛÏReel Pain II‰Û:   $ 12,218 dÌ_lares
",,post,open,open,Noticias:noticias,
3958,29/10/13 23:49,publish,Grand Solmar Land's End Resort and Spa,"El dÌ_a mÌÁs importante de su vida tiene que transcurrir en un espacio elegante, romÌÁntico y delicado. Nosotros tenemos ese lugar mÌÁgico que estÌÁ buscando y, lo mejor, es que contamos con una gran variedad de paquetes adaptables a las necesidades especÌ_ficas de cada pareja. Ponemos a su disposiciÌ_n una experimentada coordinadora de bodas que le ayudarÌÁ a que su evento sea inolvidable para usted y para sus invitados. 
",,actividades,closed,closed,Bodas:bodas,
2998,21/03/13 01:11,publish,Fiesta Americana Grand Los Cabos,"El SOMMA Wine Spa ,estÌÁ dedicado a la vida, la serenidad y la longevidad. Los Ì¼ltimos avances en cosmetologÌ_a, los antioxidantes y las terapias de relajaciÌ_n se combinan con un menÌ¼ de tratamiento exclusivo e innovador a base de vino.","El SOMMA Wine Spa ,estÌÁ dedicado a la vida, la serenidad y la longevidad. Los Ì¼ltimos avances en cosmetologÌ_a, los antioxidantes y las terapias de relajaciÌ_n se combinan con un menÌ¼ de tratamiento exclusivo e innovador a base de vino.",actividades,closed,closed,Spas y Belleza:spas-y-belleza,cabo-pulmo
3055,21/03/13 01:11,publish,Solmar Resort,"Las hermosas playas de arena blanca son ideales para una boda de destino inolvidable y el amable personal atento a satisfacer todas sus necesidades para ayudar a hacer su dÌ_a especial un recuerdo inolvidable.
","Las hermosas playas de arena blanca son ideales para una boda de destino inolvidable y el amable personal atento a satisfacer todas sus necesidades para ayudar a hacer su dÌ_a especial un recuerdo inolvidable.
",actividades,closed,closed,Bodas:bodas,
3049,21/03/13 01:11,publish,Playa Grande Resort & Grand Spa,"""Con una variedad de boda, paquetes de renovaciÌ_n de votos y de escape son realmente una opciÌ_n disponible para todos en Playa Grande Resort & Grand Spa. Puede planear desde un evento sencillo con sus amigos cercanos y familia o un evento mÌÁs grande, los paquetes de boda de Playa Grande Resort & Grand Spa cuenta con capacidad para 100 personas.""
","Con una variedad de boda, paquetes de renovaciÌ_n de votos y de escape son realmente una opciÌ_n disponible para todos en Playa Grande Resort & Grand Spa. ",actividades,closed,closed,Bodas:bodas,
